Netid, Fid, LB_FF
28, 225, 175731990
28, 48, 229179
28, 155, 361646949
28, 120, 28643
28, 50, 2414992369
28, 373, 7093831300
28, 26, 388518945
28, 227, 5814919962
28, 60, 2878436579
28, 192, 2748698189
28, 86, 580728
28, 408, 66304263
28, 411, 1413945380
28, 101, 84020856
28, 303, 36005538
28, 346, 101754411
28, 70, 2751894118
28, 183, 289346091
28, 153, 1164686164
28, 211, 1050676891
28, 42, 27200
28, 296, 271856495
28, 252, 524893537
28, 385, 85205235
28, 22, 78450340
28, 436, 339333874
28, 361, 28448771
28, 108, 197501347
28, 156, 2505305002
28, 144, 6521103564
28, 218, 29561335
28, 331, 992223408
28, 173, 84327
28, 11, 7561357
28, 15, 51140093
28, 106, 5759094590
28, 308, 515756
28, 437, 350038200
28, 300, 272444685
28, 374, 427828463
28, 28, 191664121
28, 319, 112409383
28, 415, 196171535
28, 350, 43137739
28, 6, 14508934
28, 168, 166274942
28, 78, 229211417
28, 27, 159796144
28, 344, 406534117
28, 107, 13256397
28, 282, 8233191495
28, 84, 16539097
28, 371, 1100246493
28, 315, 962738657
28, 114, 53794036
28, 288, 225062
28, 206, 111818086
28, 338, 34104656
28, 32, 129893481
28, 166, 136676819
28, 132, 28689420
28, 298, 54344708
28, 295, 29435409
28, 267, 1033384925
28, 131, 1041200169
28, 318, 318602914
28, 302, 2750650497
28, 143, 212007
28, 342, 241846920
28, 259, 396393317
28, 406, 68450555
28, 389, 279767566
28, 43, 42197548
28, 243, 472215814
28, 395, 91234761
28, 37, 1069447209
28, 435, 6310291288
28, 167, 514307844
28, 127, 3401399942
28, 347, 793126673
28, 157, 2381248548
28, 150, 537312346
28, 390, 33716769
28, 1, 111188716
28, 164, 1061854955
28, 125, 114642638
28, 368, 2057671504
28, 33, 40364364
28, 59, 28514523
28, 272, 1168428605
28, 366, 389348850
28, 283, 30283237
28, 262, 5862508359
28, 216, 48379292
28, 325, 172792373
28, 359, 24215
28, 154, 391582054
28, 349, 100016103
28, 3, 57510778
28, 30, 1318319291
28, 7, 5150178433
28, 110, 156341781
28, 266, 85146707
28, 445, 2054156218
28, 260, 1406294294
28, 17, 83162099
28, 220, 14516066
28, 36, 50382053
28, 13, 719181163
28, 251, 122887283
28, 123, 59899695
28, 139, 551142
28, 96, 395945880
28, 330, 89657607
28, 212, 529436398
28, 130, 97163089
28, 281, 453439196
28, 306, 269658826
28, 233, 2302819779
28, 124, 213199
28, 356, 126390548
28, 446, 322154579
28, 333, 32331063
28, 312, 1051693448
28, 115, 27906174
28, 348, 227440447
28, 56, 236791488
28, 316, 89606663
28, 25, 268203479
28, 82, 2865972216
28, 222, 32366840
28, 54, 520781263
28, 202, 2558021990
28, 142, 64890936
28, 269, 26175561
28, 311, 719736694
28, 332, 1896374700
28, 116, 92644
28, 165, 8898377306
28, 94, 1822915590
28, 278, 150254989
28, 258, 5812052249
28, 113, 13101846
28, 177, 529780223
28, 362, 31198
28, 44, 158119264
28, 75, 612914037
28, 354, 94627178
28, 62, 1731413538
28, 77, 27432917
28, 370, 117174831
28, 0, 867568892
28, 169, 359260638
28, 294, 220738191
28, 264, 511367887
28, 297, 421986458
28, 289, 362408907
28, 343, 347257750
28, 91, 274641652
28, 413, 420915880
28, 8, 3437466833
28, 159, 284578418
28, 286, 1104665884
28, 191, 1588904732
28, 18, 120677524
28, 410, 1122379560
28, 51, 267008140
28, 379, 357279967
28, 293, 528830934
28, 340, 322535082
28, 246, 132565126
28, 372, 172870709
28, 181, 110697757
28, 109, 347230610
28, 105, 4012808
28, 367, 3744528486
28, 287, 881119380
28, 188, 4164742271
28, 273, 32481606
28, 447, 3300835
28, 21, 8785530
28, 336, 335184991
28, 85, 110357
28, 104, 24249953
28, 236, 254772887
28, 307, 28794177
28, 398, 77664256
28, 301, 807696170
28, 68, 44377081
28, 444, 4009112
28, 194, 30057895
28, 377, 423876850
28, 64, 220719607
28, 284, 544386458
28, 441, 68763942
28, 327, 499414623
28, 24, 258377329
28, 285, 5697688573
28, 384, 980845109
28, 321, 498870924
28, 207, 1089785393
28, 19, 1310277234
28, 250, 3745657
28, 55, 2830816191
28, 88, 826026832
28, 128, 8869738
28, 418, 377426131
28, 12, 281020614
28, 47, 2833873499
28, 53, 403973670
28, 129, 335346384
28, 45, 1611680
28, 224, 56870388
28, 353, 2541511137
28, 171, 821624253
28, 210, 278993075
28, 357, 72774335
28, 438, 77830158
28, 10, 478907
28, 329, 21139
28, 79, 4940524738
28, 228, 199653919
28, 146, 148679877
28, 257, 360694214
28, 324, 8306492
28, 172, 18169972
28, 4, 96577553
28, 52, 421137416
28, 314, 423214780
28, 102, 79421469
28, 137, 410606968
28, 122, 59265296
28, 72, 99512891
28, 186, 146654093
28, 141, 28827088
28, 81, 529052840
28, 443, 34910717
28, 299, 14306965
28, 339, 34480441
28, 240, 48210
28, 217, 5458507148
28, 401, 334561102
28, 149, 66984487
28, 376, 8261283805
28, 193, 18214976
28, 230, 31218
28, 268, 250921292
28, 387, 227266
28, 148, 2717963727
28, 99, 1739192923
28, 80, 269087756
28, 335, 1153290402
28, 422, 98192988
28, 400, 499142813
28, 304, 80341
28, 426, 122787739
28, 198, 159496983
28, 160, 5111800380
28, 126, 17257673
28, 352, 82531848
28, 397, 2828863321
28, 419, 126105754
28, 242, 5771112536
28, 360, 236803460
28, 57, 1311469847
28, 237, 2804752229
28, 179, 121716560
28, 196, 520021980
28, 434, 28360496
28, 403, 806063119
28, 404, 1573283736
28, 310, 220620131
28, 5, 278671291
28, 190, 542487260
28, 200, 38626509
28, 423, 1606400511
28, 185, 6945354814
28, 205, 120174101
28, 71, 831248976
28, 9, 335730254
28, 100, 3582055706
28, 439, 58813230
28, 402, 1811924657
28, 427, 52531861
28, 291, 4069584810
28, 254, 30032057
28, 189, 29907
28, 67, 5228433697
28, 239, 980880986
28, 351, 28818873
28, 341, 528217245
28, 41, 976951075
28, 111, 1549825056
28, 280, 985725274
28, 432, 405400833
28, 383, 394646225
28, 380, 115447
28, 394, 56818261
28, 204, 160300
28, 65, 42552373
28, 425, 127731579
28, 388, 4114496425
28, 49, 120524968
28, 112, 19723844
28, 358, 3968418972
28, 135, 2921720483
28, 170, 5755985163
28, 213, 1570253759
28, 184, 212878
28, 399, 420704526
28, 93, 119795541
28, 2, 18442743
28, 203, 979292070
28, 119, 7028673163
28, 323, 60160162
28, 226, 52838684
28, 263, 1288608708
28, 182, 124144038
28, 140, 2140854591
28, 249, 68792987
28, 175, 41770398
28, 158, 58845008
28, 38, 2700199626
28, 117, 165747655
28, 31, 68123932
28, 66, 2105286453
28, 405, 499192636
28, 83, 3345992150
28, 95, 129536091
28, 133, 19120323
28, 313, 2793339987
28, 292, 15627329
28, 277, 39915903
28, 392, 116815889
28, 174, 50996
28, 20, 80328969
28, 375, 391741582
28, 317, 26204656
28, 58, 2852870110
28, 215, 172307774
28, 152, 427172424
28, 364, 322203340
28, 229, 449598439
28, 416, 1614672079
28, 89, 2303815204
28, 16, 150388760
28, 274, 1730504555
28, 369, 335078831
28, 61, 446160149
28, 290, 158884477
28, 46, 1715706820
28, 355, 16334104
28, 76, 587914830
28, 442, 25495276
28, 247, 1958147964
28, 161, 159956145
28, 378, 2720180830
28, 322, 1088613709
28, 428, 241302610
28, 245, 1630091988
28, 238, 84907037
28, 244, 5764586579
28, 265, 1146704975
28, 393, 1423898
28, 334, 94707638
28, 14, 2300234476
28, 74, 1110392382
28, 163, 2881756118
28, 365, 8911796
28, 35, 718693570
28, 219, 2296831400
28, 256, 17125765
28, 90, 226885
28, 232, 1429714854
28, 235, 196229734
28, 430, 2922067754
28, 73, 405221328
28, 40, 33001259
28, 309, 477735
28, 134, 122639
28, 345, 89916491
28, 23, 119346110
28, 103, 2222999444
28, 87, 107904963
28, 414, 105306256
28, 363, 119444
28, 29, 57093907
28, 424, 2584244770
28, 396, 451015424
28, 407, 30804924
28, 279, 49606830
28, 320, 18505501
28, 223, 1772216494
28, 231, 75413039
28, 39, 195014396
28, 199, 549580
28, 382, 75464727
28, 69, 393249898
28, 248, 452534911
28, 151, 2350454955
28, 326, 510539005
29, 15, 4125800
29, 30, 47857833
29, 45, 3837330
29, 99, 10736064
29, 11, 15413968
29, 81, 77070254
29, 64, 461565
29, 106, 5073686
29, 70, 11047768
29, 71, 95870
29, 85, 2325969
29, 109, 5540612
29, 79, 61415403
29, 105, 5611645
29, 5, 4854414
29, 9, 1964491
29, 17, 12716233
29, 19, 2341888
29, 54, 13724523
29, 34, 3292158
29, 127, 5413913
29, 111, 12204867
29, 58, 1669819
29, 86, 420087
29, 129, 51382778
29, 73, 33179824
29, 97, 17653865
29, 88, 42041376
29, 76, 4228563
29, 47, 966811
29, 59, 4986121
29, 126, 5447747
29, 122, 478156
29, 23, 481152
29, 112, 1166205
29, 46, 47421797
29, 16, 43382178
29, 67, 2263190
29, 100, 521377
29, 38, 11733053
29, 89, 4520389
29, 39, 41906923
29, 101, 409497
29, 6, 2062785
29, 24, 13269993
29, 80, 4755349
29, 40, 2527766
29, 42, 24525830
29, 12, 85370
29, 41, 28161392
29, 55, 5929599
29, 22, 4234163
29, 13, 31942616
29, 78, 5581989
29, 37, 26517352
29, 103, 13425392
29, 77, 1889661
29, 114, 5395578
29, 21, 2384959
29, 110, 3939581
29, 31, 5390038
29, 18, 3923129
29, 125, 73050494
29, 53, 12841770
29, 74, 11569775
29, 128, 4426964
29, 32, 4400594
29, 60, 880921
29, 120, 15045508
29, 44, 12843904
29, 4, 1451189
29, 66, 17928399
29, 75, 32395203
29, 121, 5619279
29, 119, 5313405
29, 104, 48269464
29, 87, 37682520
29, 92, 4009963
29, 115, 5045653
29, 69, 6616647
29, 43, 64681744
29, 107, 5075238
29, 8, 26436731
29, 29, 29205077
29, 25, 196909
29, 48, 51223740
29, 102, 4609525
29, 72, 54821551
29, 96, 4659720
29, 28, 1232770
29, 63, 3950612
29, 7, 2160518
29, 26, 33843277
29, 33, 5012651
29, 51, 1988876
29, 0, 5351576
29, 61, 32708891
29, 94, 2062184
29, 95, 12923202
29, 10, 42910905
29, 68, 1911823
29, 62, 4251274
29, 36, 27742978
29, 118, 6117321
29, 56, 29495480
29, 108, 18796466
29, 84, 4319594
29, 3, 3900598
29, 35, 3623570
29, 90, 11794406
29, 57, 1102686
29, 1, 13043317
29, 83, 1611108
29, 82, 415438
29, 113, 4065778
29, 52, 8201977
29, 2, 5414263
29, 49, 18916621
29, 91, 5411759
29, 93, 39057726
29, 123, 5018953
29, 50, 90329
29, 14, 8082553
29, 20, 5583491
29, 116, 4655432
29, 27, 51201488
29, 117, 7684327
29, 98, 8382004
29, 124, 24015
29, 65, 10580514
30, 54, 1154683
30, 16, 2631600
30, 26, 1128684
30, 113, 1322418
30, 97, 8524782
30, 63, 2059548
30, 110, 6862327
30, 9, 1128244
30, 50, 2686583
30, 67, 28824
30, 91, 2239676
30, 73, 12358676
30, 15, 927257
30, 48, 4462249
30, 8, 2710158
30, 85, 16375209
30, 1, 2479435
30, 28, 6189877
30, 86, 2995161
30, 68, 6324419
30, 35, 242414
30, 84, 2159445
30, 101, 4088651
30, 41, 1323139
30, 88, 60844
30, 22, 1131019
30, 44, 16090
30, 21, 2059288
30, 108, 6605406
30, 65, 61005
30, 59, 59041
30, 39, 2923898
30, 14, 1094099
30, 43, 1099260
30, 72, 1022987
30, 10, 69487568
30, 58, 2666476
30, 20, 244689
30, 57, 2174233
30, 70, 4667205
30, 78, 171802
30, 34, 35918
30, 55, 35066
30, 80, 9180520
30, 53, 2673328
30, 30, 14650417
30, 77, 9100342
30, 79, 2782423
30, 100, 16366684
30, 61, 2074387
30, 18, 915555
30, 87, 2274632
30, 33, 1066848
30, 46, 16124229
30, 60, 1058353
30, 13, 13616
30, 4, 5989252
30, 24, 4296610
30, 112, 1125298
30, 75, 524532
30, 52, 4436551
30, 107, 2642441
30, 6, 2086720
30, 82, 6512020
30, 3, 2086790
30, 11, 2268821
30, 49, 1299344
30, 102, 5370762
30, 12, 12088958
30, 62, 244168
30, 27, 10020514
30, 25, 5677758
30, 83, 69717739
30, 95, 2726779
30, 96, 12869793
30, 71, 2178591
30, 7, 907480
30, 94, 11373139
30, 89, 520355
30, 64, 1989447
30, 2, 1090373
30, 17, 4385707
30, 74, 8438530
30, 40, 1026073
30, 66, 238337
30, 0, 6755888
30, 31, 5058607
30, 103, 5025246
30, 93, 12787549
30, 76, 41437
30, 5, 2711931
30, 19, 1145616
30, 38, 15079
30, 36, 518973
30, 104, 2072834
30, 69, 2617824
30, 111, 4682463
30, 90, 32530
30, 56, 9094188
30, 45, 1136960
30, 98, 33082
30, 23, 1336864
30, 81, 4700688
30, 109, 6327755
30, 99, 1394352
30, 106, 1853062
30, 42, 1331695
30, 37, 3073278
30, 29, 3018575
30, 32, 2258841
30, 92, 8500466
30, 51, 88984496
30, 47, 1106673
30, 105, 4678946
31, 81, 1160866
31, 68, 1248109
31, 98, 2501016
31, 47, 4510511
31, 50, 637665
31, 91, 1324592
31, 5, 2605370
31, 45, 6866465
31, 79, 1242698
31, 113, 1627139
31, 94, 10315557
31, 59, 2868425
31, 102, 1309273
31, 55, 1806164
31, 10, 50194
31, 84, 1086725
31, 14, 593422
31, 13, 992990
31, 2, 698408
31, 23, 1621408
31, 69, 2271206
31, 18, 1268346
31, 92, 1611539
31, 107, 1545145
31, 112, 968324
31, 6, 3134503
31, 110, 916777
31, 30, 705292
31, 31, 3410119
31, 19, 1330814
31, 77, 1819749
31, 88, 803535
31, 49, 1108757
31, 40, 3714109
31, 90, 54863
31, 82, 10388472
31, 24, 694461
31, 78, 2916133
31, 33, 3087716
31, 52, 2598828
31, 12, 3184456
31, 43, 472966
31, 109, 4857071
31, 9, 2148596
31, 41, 3142617
31, 108, 1462660
31, 4, 5733461
31, 73, 2794937
31, 27, 1462139
31, 46, 3170991
31, 93, 2477823
31, 44, 1954091
31, 87, 3078818
31, 60, 1693553
31, 83, 14628
31, 106, 1796656
31, 61, 2608768
31, 53, 4549723
31, 54, 1815471
31, 28, 1901742
31, 72, 1443424
31, 66, 10408070
31, 96, 1782850
31, 65, 1630946
31, 100, 3873637
31, 62, 10453245
31, 36, 10363747
31, 51, 2250918
31, 95, 1767972
31, 57, 2004314
31, 8, 1216039
31, 105, 278743
31, 76, 937907
31, 15, 8060041
31, 64, 1177376
31, 63, 1061599
31, 111, 2519099
31, 99, 3730760
31, 70, 1233751
31, 48, 2013081
31, 37, 779841
31, 104, 7106705
31, 71, 1070476
31, 0, 1083038
31, 20, 6552538
31, 21, 1919787
31, 58, 2642320
31, 35, 10710367
31, 3, 20949
31, 80, 684122
31, 25, 883145
31, 11, 796242
31, 74, 244318
31, 17, 1138222
31, 89, 285255
31, 75, 503593
31, 101, 1089110
31, 22, 1913135
31, 67, 2491989
31, 97, 648896
31, 1, 4475294
31, 56, 947896
31, 16, 3199424
31, 32, 3179857
31, 29, 682469
31, 39, 1616900
31, 42, 359514
31, 103, 1397057
31, 7, 48541
31, 34, 2788373
31, 26, 1798480
31, 85, 1317118
31, 38, 787666
31, 86, 5898882
32, 51, 6445315
32, 138, 4678486
32, 24, 90527736
32, 199, 8025015
32, 12, 195266
32, 202, 16000
32, 231, 8983240
32, 29, 16740323
32, 89, 28457697
32, 102, 8620370
32, 200, 15512864
32, 241, 15212601
32, 116, 4536670
32, 100, 12693541
32, 157, 12380535
32, 186, 24769437
32, 148, 23151965
32, 109, 5539708
32, 30, 16970043
32, 169, 8032540
32, 48, 36670143
32, 136, 17571842
32, 55, 98966
32, 238, 85263143
32, 166, 797614
32, 139, 12740009
32, 73, 2338200
32, 163, 12788099
32, 82, 12203984
32, 8, 37736702
32, 155, 25123089
32, 68, 3243716
32, 140, 16858885
32, 209, 781374
32, 153, 46330242
32, 62, 36902459
32, 204, 27140177
32, 228, 16258029
32, 33, 12857970
32, 144, 23149421
32, 173, 15955654
32, 208, 41216993
32, 1, 54233608
32, 168, 34642474
32, 56, 19777054
32, 10, 16316930
32, 78, 72350962
32, 182, 8656458
32, 233, 16204018
32, 114, 6332926
32, 242, 2274312
32, 36, 77821622
32, 211, 4691159
32, 112, 9373532
32, 185, 8183011
32, 224, 22722
32, 240, 6683302
32, 125, 88984476
32, 236, 48320
32, 59, 16891687
32, 4, 10399273
32, 38, 15660220
32, 213, 28569647
32, 91, 18165003
32, 234, 5732650
32, 104, 3310072
32, 179, 7366602
32, 20, 23396225
32, 65, 783227
32, 103, 16425664
32, 42, 17160561
32, 53, 1880794
32, 6, 1964852
32, 223, 14956682
32, 80, 1840899
32, 134, 33529168
32, 2, 416571
32, 108, 25259384
32, 37, 6733906
32, 222, 33122
32, 97, 10857693
32, 54, 412973
32, 76, 37613299
32, 110, 36523879
32, 198, 38855256
32, 63, 5524581
32, 184, 6659357
32, 167, 1544203
32, 79, 35292171
32, 98, 51993482
32, 156, 6184596
32, 225, 10503780
32, 72, 49511742
32, 210, 1546839
32, 120, 32471
32, 5, 14979134
32, 121, 16982207
32, 26, 11854911
32, 85, 17263894
32, 226, 33062564
32, 71, 24392991
32, 126, 26356360
32, 172, 2303545
32, 195, 16454019
32, 118, 52564079
32, 46, 36068365
32, 183, 26529263
32, 18, 12154844
32, 3, 21892516
32, 193, 3984225
32, 212, 13005316
32, 70, 40482185
32, 113, 6854893
32, 232, 8998589
32, 49, 23605
32, 215, 4573558
32, 178, 6134142
32, 52, 10577508
32, 40, 6875242
32, 229, 16009263
32, 161, 10514389
32, 107, 12758945
32, 162, 15841479
32, 61, 5408123
32, 43, 10677155
32, 175, 10168742
32, 243, 65929731
32, 31, 993351
32, 124, 24787039
32, 145, 6637004
32, 197, 54178125
32, 177, 54724228
32, 106, 12945083
32, 14, 8850401
32, 117, 2219457
32, 190, 16687226
32, 131, 1579389
32, 239, 11946772
32, 45, 19447436
32, 17, 26300395
32, 160, 50144
32, 84, 16540529
32, 196, 8229959
32, 235, 43274827
32, 21, 12070324
32, 41, 4075075
32, 206, 4234693
32, 171, 16874064
32, 123, 5430094
32, 221, 3363812
32, 25, 14795231
32, 69, 8440493
32, 7, 30388112
32, 13, 51727623
32, 77, 26011514
32, 64, 3342833
32, 142, 100729
32, 159, 36755581
32, 99, 773099
32, 191, 54768762
32, 219, 46356330
32, 96, 17717424
32, 201, 27645766
32, 151, 84615721
32, 32, 44831133
32, 149, 13067192
32, 11, 4816645
32, 105, 6901870
32, 88, 3340658
32, 34, 24659891
32, 27, 22387574
32, 39, 9034076
32, 0, 37649967
32, 127, 4704655
32, 220, 781234
32, 227, 192901
32, 23, 16382503
32, 87, 32869893
32, 146, 5450962
32, 237, 186690
32, 95, 24201995
32, 174, 16716308
32, 44, 16618184
32, 132, 4037825
32, 28, 12536228
32, 74, 10808660
32, 230, 11311632
32, 35, 15888958
32, 158, 4352585
32, 50, 16468864
32, 93, 55769506
32, 176, 5301633
32, 86, 8478456
32, 115, 54472
32, 216, 4843554
32, 75, 12823997
32, 147, 6644349
32, 83, 16775440
32, 16, 971109
32, 150, 7930388
32, 9, 4307199
32, 181, 4172768
32, 188, 7698023
32, 57, 3251552
32, 214, 11095127
32, 94, 16538124
32, 58, 25171920
32, 137, 16861181
32, 217, 42601104
32, 218, 36747158
32, 165, 23084610
32, 130, 10851371
32, 133, 6217068
32, 207, 7197595
32, 19, 30981294
32, 205, 11155199
32, 194, 16841274
32, 203, 16949024
32, 170, 23557014
32, 129, 6156945
32, 164, 33276935
32, 143, 411621
32, 154, 20357681
32, 135, 7724352
32, 60, 11526715
32, 128, 35627
32, 122, 16466151
32, 119, 15801835
32, 47, 12928712
32, 141, 3923130
32, 15, 4951557
32, 81, 50394
32, 90, 3883005
32, 180, 40589827
32, 187, 85862306
32, 66, 993010
32, 152, 15924085
32, 192, 5820956
32, 22, 197921
32, 92, 27316199
32, 101, 5987838
32, 67, 54613651
32, 111, 40692118
32, 189, 2527206
33, 12, 34775
33, 1, 62257
33, 9, 286206
33, 7, 32130
33, 5, 291796
33, 6, 14286
33, 3, 27321
33, 0, 117470
33, 10, 44904
33, 8, 28263
33, 2, 34876
33, 4, 181520
33, 11, 30167
34, 69, 2297113
34, 99, 6106922
34, 90, 4197685
34, 100, 8933627
34, 93, 3217497
34, 79, 470000
34, 54, 129462
34, 26, 1833706
34, 31, 1133033
34, 67, 2761093
34, 102, 2741687
34, 2, 843831
34, 42, 6145303
34, 58, 1042162
34, 32, 2259383
34, 6, 2804455
34, 0, 2021178
34, 82, 4623131
34, 65, 13225
34, 49, 4098068
34, 7, 315090
34, 4, 7192215
34, 80, 5720237
34, 34, 1499670
34, 35, 2143285
34, 101, 2624607
34, 36, 8236301
34, 25, 30058697
34, 3, 5889042
34, 87, 668002
34, 68, 1439066
34, 1, 2257380
34, 16, 1023948
34, 46, 709790
34, 84, 490359
34, 74, 3159439
34, 12, 2216513
34, 77, 40326
34, 44, 1473610
34, 30, 1455717
34, 51, 2584813
34, 94, 2161049
34, 55, 2874806
34, 89, 3123933
34, 24, 3157585
34, 60, 593612
34, 57, 2800557
34, 61, 1253419
34, 5, 1026784
34, 38, 1784323
34, 14, 3253054
34, 83, 12613
34, 23, 12363
34, 17, 10911934
34, 76, 49082
34, 70, 23485982
34, 28, 2703786
34, 10, 15459
34, 75, 3168858
34, 96, 11442958
34, 33, 29838044
34, 40, 13215520
34, 13, 1119417
34, 15, 2191456
34, 97, 98325
34, 95, 2711670
34, 37, 2309577
34, 11, 2622093
34, 71, 11699078
34, 43, 23667141
34, 59, 2790398
34, 8, 2811426
34, 98, 57628
34, 20, 1125659
34, 19, 2952823
34, 47, 24302913
34, 91, 3133320
34, 48, 3429035
34, 21, 930333
34, 85, 124082
34, 27, 317395
34, 88, 10274710
34, 22, 1118275
34, 56, 213230
34, 63, 1985280
34, 62, 3183556
34, 81, 10745132
34, 72, 930333
34, 18, 726782
34, 64, 2910783
34, 45, 90449
34, 52, 16030
34, 92, 2170577
34, 73, 219421
34, 66, 11307995
34, 86, 574877
34, 29, 2829702
34, 41, 1393141
34, 50, 1873450
34, 9, 5672608
34, 78, 3358232
34, 39, 3542477
34, 53, 17260749
